ds,yhat,yhat_lower,yhat_upper
2022-12-31,0.6748149898846909,-0.1720905632907428,1.5217205430601246
2023-01-31,0.4991516412818988,-0.3478161521682064,1.346119434732004
2023-02-28,0.5413336621832998,-0.3340811333859516,1.416748457752551
2023-03-31,0.5311912444506561,-0.3602161079909991,1.4225985968923114
2023-04-30,0.5394555879222742,-0.3702481499744801,1.4491593258190285
2023-05-31,0.5390486545058237,-0.38793321872544606,1.4660305277370935
2023-06-30,0.5397637155796875,-0.40434187321219706,1.483869304371572
2023-07-31,0.5452119312485866,-0.4156721017369398,1.506095964234113
2023-08-31,0.5463302586395773,-0.4310541885378365,1.523714705816991
2023-09-30,0.547895795286256,-0.4457126171695912,1.5415042077421033
2023-10-31,0.5553414038492136,-0.4542308999224104,1.5649137076208377
2023-11-30,0.5565921178622042,-0.468695394520823,1.5818796302452314
2023-12-31,0.5585170038097904,-0.4822484877670301,1.599282495386611
2024-01-31,0.5526545227139172,-0.503362103082527,1.6086711485103615
2024-02-29,0.554030893652601,-0.5170197234904299,1.625081510795632
2024-03-31,0.5555552001759845,-0.5303212816299459,1.6414316819819148
2024-04-30,0.5546774897393197,-0.5458251423864277,1.655180121865067
2024-05-31,0.5563429903776462,-0.5585939373503337,1.6712799181056261
2024-06-30,0.5576669320647489,-0.571519794003029,1.6868536581325269
2024-07-31,0.5653109158538508,-0.5779480101286635,1.7085698418363653
2024-08-31,0.5661401901650659,-0.5910198166408268,1.7233001969709587
2024-09-30,0.5663886092192048,-0.6045074540003312,1.7372846724387407
2024-10-31,0.5751654043575282,-0.6093074321292714,1.7596382408443278
2024-11-30,0.5749281832407048,-0.6229675592540834,1.772823925735493
2024-12-31,0.5750698207698715,-0.6361000762302156,1.7862397177699585
2025-01-31,0.569479482958401,-0.65482065545181,1.793779621368612
2025-02-28,0.5718398032335728,-0.6654512451553347,1.8091308516224802
2025-03-31,0.5730357121009938,-0.6771112584330238,1.8231826826350113
2025-04-30,0.5742936793923479,-0.6885783479514529,1.8371657067361487
2025-05-31,0.5755303373096733,-0.6999397983499204,1.8510004729692668
2025-06-30,0.5766070785028616,-0.7113379422459134,1.8645520992516367
2025-07-31,0.5835309425637274,-0.7167692866078368,1.8838311717352916
2025-08-31,0.5844348744226496,-0.7281042661349503,1.8969740149802496
2025-09-30,0.5851205768386034,-0.7395444015645183,1.909785555241725
2025-10-31,0.5934526092975014,-0.7432282106890062,1.930133429284009
2025-11-30,0.5937005549902884,-0.7548890504982987,1.9422901604788754
2025-12-31,0.5944511422180755,-0.7659430041762417,1.9548452886123928
2026-01-31,0.5887952758797561,-0.7833018573640911,1.9608924091236033
2026-02-28,0.5896292165581565,-0.7940719262353455,1.9733303593516585
2026-03-31,0.5905415654089661,-0.8046670792317212,1.9857502100496534
2026-04-30,0.5939380559678612,-0.8126839513930945,2.000560063328817
2026-05-31,0.5947133933454171,-0.8232301108550232,2.0126568975458574
2026-06-30,0.5955290666635931,-0.8336462516988128,2.024704385025999
2026-07-31,0.6017353118369078,-0.8385842360858247,2.04205485975964
2026-08-31,0.6027318896585921,-0.8486463207470915,2.0541101000642756
2026-09-30,0.603857718170416,-0.8584955288778015,2.0662109652186333
2026-10-31,0.6117457094713319,-0.8615008173070362,2.0849922362497
2026-11-30,0.6124899165742785,-0.8715699333565068,2.096549766505064
2026-12-31,0.6138351455455555,-0.8809598061747952,2.1086300972659062
2027-01-31,0.6080884750907065,-0.8973650304021419,2.113541980583555
2027-02-28,0.6074004531357329,-0.9086366726342021,2.123437578905668
2027-03-31,0.6080741636051122,-0.9184732074989835,2.134621534709208
2027-04-30,0.6136095937963137,-0.9233761529615687,2.1505953405541964
2027-05-31,0.6138911662437854,-0.9334625409766892,2.16124487346426
2027-06-30,0.6144325170249589,-0.9432201415485135,2.1720851755984314
2027-07-31,0.6199245598671166,-0.9479594008497045,2.1878085205839377
2027-08-31,0.6210318296455455,-0.9570170998192942,2.199080759110385
2027-09-30,0.6226001561320949,-0.9655486823894044,2.210748994653594
2027-10-31,0.6300450608173802,-0.968139860525969,2.2282299821607294
2027-11-30,0.631295952418976,-0.9768624204788264,2.2394543253167782
2027-12-31,0.6332207935608819,-0.9848495577629929,2.251291144884757
2028-01-31,0.6273583237695042,-1.000563655732409,2.2552803032714173
2028-02-29,0.6287346918560698,-1.0089796546822658,2.266449038394405
2028-03-31,0.6302589990990446,-1.017189510071894,2.277707508269983
2028-04-30,0.6293812884808241,-1.0277442046190823,2.2865067815807305
2028-05-31,0.6310467891649625,-1.0356995050843056,2.2977930834142306
2028-06-30,0.6323707308404978,-1.0439411491226935,2.308682610803689
2028-07-31,0.6400147146325164,-1.0458084755086645,2.3258379047736972
2028-08-31,0.6408439889429962,-1.0544371493729614,2.3361251272589536
2028-09-30,0.6410924079973167,-1.0635942046801894,2.3457790206748226
2028-10-31,0.6498692031355943,-1.064171273910957,2.3639096801821453
2028-11-30,0.649631982018783,-1.073711589781695,2.372975553819261
