ds,yhat,yhat_lower,yhat_upper
2010-01-31,-70.84254893732715,-337.46908508004645,202.29990301176505
2010-02-28,-26.69518823848795,-288.8460225937384,246.59598771950786
2010-03-31,-7.727402497115067,-269.47551561729887,248.3164348771064
2010-04-30,5.965513534098257,-236.3484954766787,276.0597073522241
2010-05-31,46.016714797584186,-192.2686197564719,298.2992379317161
2010-06-30,19.41157994751812,-227.98378827295633,286.8875669273928
2010-07-31,22.241742963297547,-246.71802899558247,263.0464160945642
2010-08-31,-6.379070037877387,-270.6550513278207,252.2698362981325
2010-09-30,-52.05452978884329,-316.3711032818577,185.0100532244426
2010-10-31,15.204581013425301,-239.30352725737276,264.17738242840227
2010-11-30,23.928115962081208,-240.4166250464821,275.358099510604
2010-12-31,66.5042848698154,-187.3464355093484,336.96218094979326
2011-01-31,-51.831492881633224,-304.0126886769314,223.7436515718921
2011-02-28,-34.73062157937407,-309.9777740705643,219.11286818525332
2011-03-31,-6.9044501905706674,-242.94105440891423,242.8823575598168
2011-04-30,42.68501580423958,-225.79742711168092,313.95605847796537
2011-05-31,55.710463489823454,-200.5195328462227,300.71731350642875
2011-06-30,-17.458824564649845,-280.3318214385421,256.5569524161742
2011-07-31,12.18187493335386,-252.2060018347945,288.53683930710514
2011-08-31,21.992895278338224,-245.04063819068142,268.41620760597624
2011-09-30,-23.33098833690807,-284.4808844788633,247.89720780937515
2011-10-31,12.653751036546002,-226.09334059437234,269.93188297496823
2011-11-30,14.192353929123062,-245.70663626473072,280.1737000929863
2011-12-31,60.52024065290837,-194.24104725247588,310.67606700740754
2012-01-31,-32.68670394644136,-301.0530812186292,233.6329565664103
2012-02-29,6.700692067687118,-246.59957875777837,263.0684985454929
2012-03-31,9.64172642045306,-265.55217530072406,259.6944306379123
2012-04-30,-50.36758884079968,-330.64986757725865,203.8244678113032
2012-05-31,40.747920599607696,-215.8719198589713,301.0243060047209
2012-06-30,109.78996251464787,-158.18115714730294,366.107792286617
2012-07-31,62.703446511931006,-191.12641956865508,329.4797389642964
2012-08-31,-43.4903579767004,-309.6317862498261,223.5175907283604
2012-09-30,-93.2690387201753,-347.6111020150796,159.01103947839928
2012-10-31,35.56975976770625,-205.73283780793403,292.70885204167433
2012-11-30,60.27326017981713,-181.41493067744727,313.64684018325966
2012-12-31,96.75005690729262,-151.95980391395457,368.56472321091707
2013-01-31,-72.35378621039816,-309.75431539616545,193.2877101194758
2013-02-28,-1.3101976541863927,-261.6266150919337,256.4889657691009
2013-03-31,9.358277604884027,-240.06997377365744,279.38331220690503
2013-04-30,-13.494100535163042,-283.3846761903894,234.4541071245509
2013-05-31,52.59827896414684,-196.2108703405526,300.1958506255487
2013-06-30,73.41622928251817,-195.1938125719768,334.89540697151386
2013-07-31,50.661196372870194,-194.7141875229922,318.7117570303467
2013-08-31,-16.645329101250468,-272.1774624635467,236.46502297820834
2013-09-30,-63.80794421570138,-299.2591140263622,203.75986116584787
2013-10-31,34.414874505274724,-216.8184116980409,298.6460114823356
2013-11-30,50.86648634557834,-211.0396326643558,294.2573796338138
2013-12-31,90.15670036133712,-161.34260811617895,333.96368904956523
2014-01-31,-53.48603216750343,-315.80126518064253,200.5501434777053
2014-02-28,-9.338671170639163,-267.32482625807864,245.86976355449957
2014-03-31,9.629114934244164,-239.22151293200943,249.63842039025042
2014-04-30,23.32203131751725,-211.64297467800282,275.21877455550145
2014-05-31,63.37323294418218,-183.13199712071466,336.3380642659904
2014-06-30,36.76809844565095,-212.08061682798223,283.130672227082
2014-07-31,39.59826186778507,-218.82455952452418,274.84929939136606
2014-08-31,10.977449416200265,-233.5081712172096,263.6436900635364
2014-09-30,-34.69800980283185,-299.62598211260877,202.83250789649054
2014-10-31,32.56110154873697,-224.70325531720067,290.1770696281585
2014-11-30,41.28463702920369,-213.23116503908702,281.75544620413643
2014-12-31,83.86080652163719,-171.50750084213868,335.61447176342097
2015-01-31,-34.474970569806715,-277.26180927374185,225.86435804965734
2015-02-28,-17.37409867132478,-263.80343457505836,230.31117840467041
2015-03-31,10.452073377730379,-234.5792378866237,256.3156786234099
2015-04-30,60.041540011471746,-210.17104653293805,304.3628951575815
2015-05-31,73.06698811870865,-189.31431326638779,308.09362183682606
2015-06-30,-0.10229954426174714,-247.6422247266346,246.79827824100758
2015-07-31,29.538400358706745,-209.91930960276704,285.2143277145359
2015-08-31,39.34942110897542,-219.5156267089147,316.8966028233865
2015-09-30,-5.974462114422721,-259.452138012699,251.98033031133417
2015-10-31,30.010277717368762,-228.03971787649758,279.07655759417423
2015-11-30,31.54888099299686,-231.01375981072684,283.60680847656295
2015-12-31,77.87676811249639,-195.6267723263572,335.6473337585181
2016-01-31,-15.330176090829156,-265.80936485820826,244.321671412139
2016-02-29,24.05722029344838,-231.97471502731037,290.30138524919283
2016-03-31,26.998255090452,-217.8107467474863,285.84279273650026
2016-04-30,-33.01105971441198,-274.6313415926828,236.0180914283998
2016-05-31,58.10445019730096,-178.98629600953075,293.6873314220621
2016-06-30,127.14649256847707,-139.17762839645536,388.07133579993746
2016-07-31,80.05997703721033,-162.23810507484978,331.81333849874505
2016-08-31,-26.133827068242674,-272.31520542611673,245.18094038402816
2016-09-30,-75.91250716581811,-347.81341110410597,160.04282931478497
2016-10-31,52.92629198953979,-220.50922025207726,310.85049265897385
2016-11-30,77.62979304744718,-172.1856801470748,335.8153713297494
2016-12-31,114.10659033457202,-142.93745961651175,387.99970161731966
2017-01-31,-54.997252223552294,-297.46035298897567,226.03063355471136
2017-02-28,16.04662931511391,-242.0267572148305,272.9249394603625
2017-03-31,26.71542894720141,-222.30474327180028,295.1820545844294
2017-04-30,3.863364716817877,-249.25766881788581,245.36269002515576
2017-05-31,69.95606867235881,-182.6777337239095,313.6563230660437
2017-06-30,90.77433298093047,-171.67594652361723,337.0588093722425
2017-07-31,68.02931205355537,-191.16103937737336,340.3847301910871
2017-08-31,0.7327985625643336,-243.01536235986558,253.22779859284037
2017-09-30,-46.42012753630593,-322.28849036492153,210.0931009395854
2017-10-31,51.81270300970769,-207.43971372696475,287.6459321746952
2017-11-30,68.27583539980512,-189.52246503521894,331.51451021607056
2017-12-31,107.57795398378467,-159.9419317961994,364.4770294288755
2018-01-31,-36.05287397646737,-297.9741134335889,225.8578739238689
2018-02-28,8.10523953382721,-242.79113905801964,267.5386935295132
2018-03-31,27.084930173551744,-235.56411216738908,287.23503417832825
2018-04-30,44.212313092032645,-198.68827446240647,323.3270560366121
2018-05-31,87.81246347261367,-156.36202027912918,340.59210011354946
2018-06-30,64.64179550965414,-177.68347209783198,319.8019800089567
2018-07-31,71.0209076850959,-195.75090454277853,335.91791655413266
2018-08-31,45.9490438435396,-207.99211820930086,326.45316250050575
2018-09-30,10.587893274439566,-246.19907520799018,288.26763363029266
2018-10-31,88.50512356482838,-163.47763640540134,347.6830636773214
2018-11-30,107.54296769555174,-155.8201962099834,367.36510463544823
2018-12-31,160.7772561268098,-90.8280752881269,407.945144063964
2019-01-31,53.09959789838426,-189.90402994596104,305.69874075869274
2019-02-28,89.14335484861263,-170.64572323304512,333.79820357005656
2019-03-31,137.94200677662295,-122.12393813575123,394.7359183756514
2019-04-30,207.82742167997392,-33.80717281845176,477.21641216060766
2019-05-31,241.825349665999,-28.26457829707844,474.5726562336457
2019-06-30,188.9520102894445,-95.11027874781816,436.61958018423405
2019-07-31,252.65686073807638,4.22892516946899,524.1171009360768
2019-08-31,296.5320320337879,35.599272451916704,544.7734774900852
2019-09-30,284.1734557905161,32.43701702757145,522.1468505542481
2019-10-31,354.22234616809646,104.47319950929426,589.9708848612901
2019-11-30,388.72625648433757,141.51802320604313,656.3086334625151
2019-12-31,482.1191263686707,223.72782709813652,753.003665797327
2020-01-31,435.9771649297836,169.09314560622195,693.1702723075789
2020-02-29,519.3930935779019,260.5610040997009,775.6522776098592
2020-03-31,569.3991111395566,300.0917486319996,845.0632602788527
2020-04-30,554.9365538224822,310.5527550682348,826.259619336843
2020-05-31,706.5125092103034,467.64185278495887,966.0350397999863
2020-06-30,834.0646601065134,577.0881629378556,1116.5535251813471
2020-07-31,847.4385900511919,583.7576747068446,1117.235496926644
2020-08-31,801.7052314215366,561.6458855387825,1057.783750007663
2020-09-30,810.4366595738969,545.3995591997341,1060.8665654239815
2020-10-31,999.7359039203911,740.5538131873283,1265.9468753659291
2020-11-30,1082.9495132283016,823.185478238078,1347.2117379158258
2020-12-31,1179.8867557068088,916.1060345875859,1431.4508288258983
